Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
2,1,1270,5100,635,0.25,1.0,0,0,3,1900,123,1900,No,122006,1,68,611000
4,3,1650,7200,412,0.23,1.0,0,0,3,1967,56,1967,No,122029,1,54,550000
2,1,1657,5031,828,0.33,2.0,0,0,3,1910,113,1910,No,122009,3,63,546000
4,3,3250,4500,812,0.72,2.0,0,0,3,2008,15,2008,No,122015,2,56,530000
3,1,1430,3455,476,0.41,1.0,0,0,3,1947,76,1947,No,122028,2,56,511000
4,2,1960,2166,490,0.9,1.5,0,0,4,1926,97,1926,No,122028,3,69,509000
3,3,1870,9135,623,0.2,1.0,0,0,3,1984,39,1984,No,122019,3,79,502000
4,3,3010,5040,752,0.6,2.0,0,0,3,2006,17,2006,No,122038,3,57,500000
3,2,1890,6557,630,0.29,1.0,0,0,3,1967,56,1967,No,122022,3,73,495000
2,1,840,5000,420,0.17,1.0,0,0,4,1908,115,1908,No,122007,3,61,457500
4,3,2400,6811,600,0.35,2.0,0,0,3,2007,16,2007,No,122015,3,71,456500
6,4,2280,5275,380,0.43,1.0,0,0,3,1998,25,1998,No,122059,3,72,449500
4,2,2100,4400,525,0.48,1.5,0,0,5,1924,99,1924,No,122051,3,64,445000
4,2,2630,9663,657,0.27,1.0,0,1,4,1956,67,1956,No,122053,1,78,435000
4,4,3760,4675,940,0.8,2.0,0,0,3,2007,16,2007,No,122024,2,72,429900
4,2,1620,7875,405,0.21,1.0,0,0,3,1956,67,1956,No,122029,2,59,425000
4,3,2090,6667,522,0.31,2.0,0,0,3,1997,26,1997,No,122046,2,65,405000
4,2,1850,6480,462,0.29,1.0,0,0,4,1958,65,1958,No,122059,3,80,400000
3,2,1650,8676,550,0.19,1.0,0,0,4,1979,44,1979,No,122038,1,60,390000
3,2,2200,8036,733,0.27,1.0,0,0,3,1978,45,1978,No,122017,1,66,390000
3,3,1760,5390,586,0.33,1.0,0,0,3,2014,9,2014,No,122024,2,72,382495
2,1,1430,7819,715,0.18,1.0,0,0,3,1944,79,1944,No,122022,1,72,380950
3,3,1840,6985,613,0.26,1.0,0,0,3,1971,52,1971,No,122038,2,58,380000
2,1,980,3400,490,0.29,1.0,0,0,3,1923,100,1923,No,122004,1,60,380000
4,2,1700,8640,425,0.2,1.0,0,0,3,1955,68,1955,No,122027,3,53,378500
4,2,2160,7417,540,0.29,1.0,0,0,4,1983,40,1983,No,122053,3,59,355000
6,4,3020,4500,503,0.67,2.0,0,0,3,1941,82,1992,Yes,122063,1,53,354000
3,2,1380,4590,460,0.3,1.0,0,0,2,1950,73,1950,No,122006,3,60,350000
3,2,1690,5080,563,0.33,1.0,0,0,3,1976,47,1976,No,122034,1,53,349000
3,1,960,3844,320,0.25,1.0,0,0,3,1972,51,1972,No,122038,2,78,345000
4,2,2140,11651,535,0.18,2.5,0,0,3,1930,93,2001,Yes,122068,3,63,340000
4,2,1440,6144,360,0.23,1.0,0,0,5,1947,76,1947,No,122034,2,80,339888
3,1,1160,9525,386,0.12,1.0,0,0,4,1968,55,1968,No,122037,3,67,325000
3,2,1550,8300,516,0.19,1.0,0,0,4,1965,58,1965,No,122042,1,68,300000
3,2,1880,11700,626,0.16,1.0,0,0,4,1968,55,1968,No,122023,2,61,299500
1,1,520,5600,520,0.09,1.0,0,0,3,1918,105,1918,No,122009,3,56,295000
3,1,1380,7575,460,0.18,1.0,0,0,4,1963,60,1963,No,122053,2,61,295000
7,1,2350,8636,335,0.27,1.0,0,0,3,1962,61,1962,No,122051,1,74,291000
4,2,2090,12750,522,0.16,1.0,0,0,3,1967,56,1967,No,122031,1,71,290000
3,2,1580,9750,526,0.16,1.0,0,0,5,1954,69,1954,No,122060,3,70,289000
4,3,2050,7416,512,0.28,2.0,0,0,3,1990,33,1990,No,122023,1,64,280000
4,2,1480,15000,370,0.1,1.0,0,0,4,1957,66,1957,No,122042,2,59,275000
4,2,1840,10528,460,0.17,1.0,0,0,3,1990,33,1990,No,122018,1,51,274900
4,3,1880,6160,470,0.31,2.0,0,0,3,1993,30,1993,No,122018,2,65,272000
3,2,1397,18000,465,0.08,1.0,0,0,3,1965,58,2014,Yes,122023,2,52,257000
3,1,1150,10000,383,0.12,1.0,0,0,3,1951,72,1951,No,122063,3,54,241000
4,2,1980,10585,495,0.19,1.5,0,0,2,1924,99,1924,No,122042,2,80,239000
3,3,1650,2807,550,0.59,2.0,0,0,3,2004,19,2004,No,122042,1,72,238000
4,3,1770,10184,442,0.17,1.0,0,0,3,1979,44,1979,No,122018,1,67,235000
3,2,1510,3413,503,0.44,2.0,0,0,3,1985,38,1985,No,122067,3,59,230000
2,1,940,15000,470,0.06,1.0,0,0,3,1960,63,1960,No,122042,2,50,225000
3,1,840,4495,280,0.19,1.0,0,0,3,1921,102,1921,No,122052,2,63,151100
3,3,3340,12690,1113,0.26,1.0,0,0,3,1956,67,1988,Yes,122004,2,80,1300000
3,2,2320,6090,773,0.38,2.0,0,3,3,1939,84,1939,No,122032,3,72,1070000
4,4,2840,5900,710,0.48,2.0,0,0,3,1910,113,2008,Yes,122051,2,56,986000
5,3,3210,8001,642,0.4,2.0,0,0,3,2014,9,2014,No,122019,2,53,924000
3,3,3050,12558,1016,0.24,2.0,0,0,3,1997,26,1997,No,122019,1,53,865000
2,2,2640,13939,1320,0.19,1.0,0,1,5,1963,60,1963,No,122027,2,74,850000
5,3,2800,11325,560,0.25,1.0,0,0,4,1970,53,1970,No,122049,1,70,850000
4,3,2390,6820,597,0.35,2.0,0,0,4,1945,78,1945,No,122006,3,53,799000
4,3,2070,10125,517,0.2,1.0,0,0,3,1962,61,1962,No,122057,3,57,741000
4,3,2270,7665,567,0.3,2.0,0,0,3,1986,37,1986,No,122005,2,65,732350
4,3,4070,9870,1017,0.41,2.0,0,0,3,1998,25,1998,No,122024,2,62,710000
3,2,1870,3388,623,0.55,1.0,0,0,4,1925,98,1925,No,122032,2,61,650000
3,3,2350,3750,783,0.63,2.0,0,0,3,2003,20,2003,No,122007,3,65,650000
4,3,2980,12764,745,0.23,2.0,0,0,3,1994,29,1994,No,122020,1,68,649000
5,2,2270,2400,454,0.95,2.0,0,0,3,1905,118,1905,No,122044,1,51,631000
3,2,1740,9840,580,0.18,1.0,0,0,4,1963,60,1963,No,122057,3,58,616000
5,4,2590,6180,518,0.42,1.0,0,0,3,1960,63,1960,No,122051,2,78,599000
4,2,1760,5356,440,0.33,1.0,0,0,4,1950,73,1950,No,122006,2,75,585000
3,2,1870,5300,623,0.35,1.0,0,0,3,2009,14,2009,No,122045,2,58,580000
5,3,3550,7992,710,0.44,2.0,0,0,3,1968,55,1968,No,122033,1,55,575000
3,3,2270,9600,756,0.24,2.0,0,0,3,1990,33,1990,No,122017,2,77,575000
3,3,2280,12498,760,0.18,2.0,0,0,4,1987,36,1987,No,122011,1,64,560000
4,2,1560,9000,390,0.17,1.0,0,0,5,1969,54,1969,No,122005,3,66,544300
3,3,2990,6725,996,0.44,2.0,0,0,3,2003,20,2003,No,122015,2,60,525000
3,3,2590,9263,863,0.28,1.0,0,0,5,1977,46,1977,No,122058,3,80,520000
3,3,2260,2400,753,0.94,2.0,0,0,3,1909,114,1972,Yes,122044,2,75,512500
3,3,1910,5562,636,0.34,2.0,0,0,3,1988,35,1988,No,122011,3,61,496600
3,3,1890,2614,630,0.72,2.0,0,0,4,1979,44,1979,No,122029,1,70,462000
3,3,2430,7049,810,0.34,2.0,0,0,3,2007,16,2007,No,122034,3,60,443000
3,2,2360,12744,786,0.19,2.0,0,0,5,1964,59,1964,No,122015,1,80,435000
3,2,2380,3200,793,0.74,1.0,0,2,4,1956,67,1956,No,122051,2,60,415000
2,1,890,3271,445,0.27,1.0,0,0,4,1918,105,1918,No,122009,2,64,409000
4,3,2620,8960,655,0.29,1.0,0,0,5,1955,68,1955,No,122038,1,61,405000
3,2,1310,2996,436,0.44,2.0,0,0,3,1998,25,1998,No,122054,3,78,398000
3,1,1250,21303,416,0.06,1.0,0,0,3,1970,53,1970,No,122045,2,79,385000
3,2,1850,9655,616,0.19,1.0,0,0,3,1959,64,1959,No,122014,1,73,373000
4,3,2330,14175,582,0.16,1.0,0,0,3,1980,43,1980,No,122067,1,60,372000
4,1,1590,7085,397,0.22,1.5,0,0,3,1944,79,1944,No,122022,2,60,365000
2,1,990,9223,495,0.11,1.0,0,0,3,1949,74,1949,No,122022,2,64,365000
2,2,1760,4600,880,0.38,1.0,0,0,4,1926,97,1926,No,122064,2,68,355000
3,3,1380,1590,460,0.87,2.0,0,0,3,2012,11,2012,No,122064,3,66,350000
4,2,1670,8856,417,0.19,1.0,0,2,3,1955,68,1955,No,122063,1,74,349170
2,2,1010,1461,505,0.69,1.0,0,0,3,2003,20,2003,No,122032,1,53,340000
2,1,1120,5329,560,0.21,1.0,0,1,3,1929,94,1929,No,122064,2,56,320000
5,2,2250,5472,450,0.41,1.5,0,0,5,1930,93,1930,No,122072,2,74,319450
4,3,1780,5822,445,0.31,2.0,0,0,3,2001,22,2001,No,122046,1,70,311000
2,2,840,14564,420,0.06,1.5,0,0,5,1942,81,1942,No,122034,1,79,308500
4,3,1950,7700,487,0.25,1.0,0,0,3,1979,44,1979,No,122046,3,80,305000
3,1,1600,1950,533,0.82,2.0,0,0,2,1906,117,1906,No,122044,3,69,302000
3,1,970,12300,323,0.08,1.0,0,0,3,1982,41,1982,No,122058,3,72,300000
3,3,2240,3691,746,0.61,2.0,0,0,3,2003,20,2003,No,122023,1,53,300000
3,2,1210,7000,403,0.17,1.0,0,0,3,1975,48,1975,No,122046,3,58,300000
4,1,1330,8184,332,0.16,1.5,0,0,3,1949,74,1949,No,122038,2,61,290000
5,3,2780,9652,556,0.29,1.0,0,0,4,1967,56,1967,No,122039,2,78,290000
3,3,1650,10336,550,0.16,1.0,0,0,3,1962,61,1962,No,122038,1,51,290000
4,3,1980,9714,495,0.2,1.0,0,0,3,1977,46,1977,No,122072,1,58,286285
3,1,1310,22652,436,0.06,1.0,0,0,3,1968,55,1968,No,122023,1,60,280000
3,2,1420,22100,473,0.06,1.0,0,0,5,1957,66,1957,No,122035,2,68,269900
3,3,1560,8280,520,0.19,2.0,0,0,4,1979,44,1979,No,122039,2,73,239950
3,3,1360,5754,453,0.24,2.0,0,0,3,1994,29,1994,No,122065,3,69,239000
4,2,1690,11054,422,0.15,1.0,0,0,4,1930,93,1930,No,122042,2,64,235000
2,1,1250,8520,625,0.15,1.0,0,0,3,1928,95,1928,No,122064,2,71,200000
3,1,1340,7260,446,0.18,1.5,0,0,3,1944,79,1944,No,122063,3,54,199950
3,2,1520,7137,506,0.21,1.0,0,0,3,1932,91,1932,No,122056,1,69,198500
3,2,1010,5000,336,0.2,1.0,0,0,3,1943,80,1943,No,122063,2,58,194000
3,1,1190,8820,396,0.13,1.0,0,0,3,1959,64,1959,No,122046,1,59,166950
1,1,730,6890,730,0.11,1.0,0,0,4,1926,97,1926,No,122042,2,60,140000
3,1,860,10426,286,0.08,1.0,0,0,3,1954,69,1954,No,122052,3,60,82000
4,5,5550,12968,1387,0.43,2.0,0,0,3,2005,18,2005,No,122015,3,77,1500000
4,3,2910,7364,727,0.4,2.0,0,0,3,2003,20,2003,No,122010,1,79,1430000
4,4,3530,8126,882,0.43,2.0,0,0,3,2007,16,2007,No,122010,1,72,1280000
5,3,3890,27311,778,0.14,2.0,0,2,3,1950,73,1990,Yes,122050,3,80,1100000
5,2,2440,3080,488,0.79,2.0,0,0,4,1910,113,1910,No,122047,3,51,1010000
2,3,2720,26761,1360,0.1,2.0,1,4,3,1990,33,1990,No,122031,1,75,985000
4,3,2900,17802,725,0.16,1.0,0,2,3,1981,42,1981,No,122033,1,64,926500
3,3,2630,10156,876,0.26,1.0,0,0,4,1987,36,1987,No,122027,3,79,778000
4,3,2010,7000,502,0.29,2.0,0,0,5,1901,122,1901,No,122032,3,73,774000
4,3,2470,2550,617,0.97,3.0,0,0,3,2004,19,2004,No,122007,2,68,735000
3,2,1930,5000,643,0.39,1.0,0,0,3,1936,87,1936,No,122004,1,59,716500
3,2,1480,7000,493,0.21,1.0,0,2,3,1963,60,1963,No,122044,2,61,685000
4,4,3040,8414,760,0.36,2.0,0,0,3,2010,13,2010,No,122015,3,61,684000
4,4,2510,3763,627,0.67,2.0,0,0,3,2013,10,2013,No,122005,1,68,680000
4,3,2410,7069,602,0.34,2.0,0,0,3,1993,30,1993,No,122033,3,68,635000
4,1,1390,3708,347,0.37,1.5,0,0,4,1926,97,1926,No,122007,1,54,610000
4,3,2260,9696,565,0.23,1.0,0,0,3,1983,40,1983,No,122019,2,72,608700
2,1,1160,5029,580,0.23,1.0,0,0,3,1940,83,1940,No,122006,2,56,605125
4,2,1810,6000,452,0.3,1.0,0,1,3,1952,71,1952,No,122016,1,57,560000
2,1,1550,4600,775,0.34,1.0,0,0,4,1941,82,1941,No,122007,1,70,555000
3,3,1960,8469,653,0.23,2.0,0,0,4,1984,39,1984,No,122005,2,71,552321
2,2,1930,5570,965,0.35,1.0,0,0,3,2005,18,2005,No,122045,2,56,515000
2,1,1640,5200,820,0.32,1.0,0,0,4,1937,86,1937,No,122032,1,69,515000
3,2,2140,6000,713,0.36,1.0,0,0,3,1948,75,1948,No,122007,2,72,481500
4,2,1780,8400,445,0.21,1.0,0,0,3,1969,54,1969,No,122016,1,63,473600
5,3,3020,10010,604,0.3,1.0,0,0,3,1959,64,1959,No,122012,2,78,465000
4,3,2170,7700,542,0.28,1.0,0,0,3,1969,54,1969,No,122033,2,63,465000
3,2,1430,14250,476,0.1,1.0,0,0,3,1953,70,1953,No,122010,3,59,465000
3,2,1750,7200,583,0.24,1.0,0,0,3,1966,57,1966,No,122029,1,58,445000
3,3,2120,4500,706,0.47,2.0,0,0,3,2000,23,2000,No,122008,2,75,437500
3,3,1920,9812,640,0.2,2.0,0,0,3,2000,23,2000,No,122058,3,78,432000
2,1,1760,4441,880,0.4,1.0,0,0,3,1950,73,1950,No,122064,3,73,428950
3,1,1060,7638,353,0.14,1.0,0,0,5,1966,57,1966,No,122030,1,78,420000
2,1,1030,4366,515,0.24,1.0,0,0,3,1912,111,1912,No,122016,3,64,410000
3,2,1590,10229,530,0.16,1.0,0,0,3,1966,57,1966,No,122033,3,57,395000
3,3,1490,2944,496,0.51,2.0,0,0,3,1993,30,1993,No,122032,3,66,390000
5,2,2290,7900,458,0.29,1.0,0,0,4,1965,58,1965,No,122038,2,60,390000
3,2,1640,9750,546,0.17,1.0,0,0,3,1959,64,1959,No,122058,3,61,375000
3,2,1410,10078,470,0.14,1.0,0,0,4,1983,40,1983,No,122021,2,57,375000
4,3,2689,5724,672,0.47,2.0,0,0,3,2006,17,2006,No,122065,2,58,368000
4,3,2390,7115,597,0.34,2.0,0,0,3,1999,24,1999,No,122023,1,53,360000
4,3,2570,6466,642,0.4,2.0,0,0,3,1999,24,1999,No,122023,2,80,355000
4,2,1780,9794,445,0.18,1.0,0,0,3,1967,56,1967,No,122037,2,52,353000
3,3,1990,20466,663,0.1,1.5,0,0,4,1987,36,1987,No,122062,1,60,345000
4,3,2020,3600,505,0.56,2.0,0,0,3,2012,11,2012,No,122024,1,58,345000
4,2,1530,8152,382,0.19,1.0,0,0,5,1948,75,1948,No,122014,2,71,338000
4,2,1820,14319,455,0.13,1.0,0,0,4,1969,54,1969,No,122015,1,77,331500
3,2,1470,7650,490,0.19,1.0,0,0,3,1983,40,1983,No,122015,3,78,328000
4,3,2150,9163,537,0.23,1.0,0,0,3,1992,31,1992,No,122040,2,66,320000
1,1,700,3876,700,0.18,1.0,0,0,3,1910,113,1910,No,122028,1,74,315000
2,2,1010,10005,505,0.1,2.0,0,0,3,1981,42,1981,No,122053,2,61,310000
2,1,890,5000,445,0.18,1.0,0,0,4,1947,76,1947,No,122051,1,58,302000
3,1,1260,5000,420,0.25,1.0,0,0,4,1968,55,1968,No,122041,3,56,300000
3,1,1580,5250,526,0.3,1.0,0,0,5,1954,69,1954,No,122053,2,76,299950
3,1,1160,7875,386,0.15,1.0,0,0,3,1953,70,1953,No,122022,1,80,285000
4,1,1650,9750,412,0.17,1.0,0,0,4,1964,59,1964,No,122015,3,67,282500
2,1,880,5750,440,0.15,1.0,0,0,3,1939,84,1939,No,122064,2,79,280000
3,2,1400,8364,466,0.17,1.0,0,0,4,1958,65,1958,No,122053,3,79,274000
3,3,1820,6785,606,0.27,1.0,0,0,3,1994,29,1994,No,122023,2,65,245000
2,1,1470,25661,735,0.06,1.5,0,0,3,1932,91,1932,No,122015,3,58,230000
2,1,710,6960,355,0.1,1.0,0,0,4,1943,80,1943,No,122063,1,57,216500
3,2,1380,9000,460,0.15,2.0,0,0,2,1946,77,1982,Yes,122039,2,65,215500
2,1,1080,9067,540,0.12,1.0,0,0,3,1951,72,1951,No,122056,3,50,203000
3,1,1120,5200,373,0.22,1.0,0,0,5,1976,47,1976,No,122035,2,78,195700
3,2,1190,14777,396,0.08,1.0,0,0,4,1965,58,1965,No,122018,3,67,195000
2,1,950,9000,475,0.11,1.0,0,0,3,1924,99,1924,No,122034,3,74,193000
3,1,1280,7572,426,0.17,1.0,0,0,4,1958,65,1958,No,122046,3,58,175000
2,1,830,4500,415,0.18,1.0,0,0,3,1920,103,1920,No,122051,3,65,160000
3,1,980,6800,326,0.14,1.0,0,0,3,1946,77,1946,No,122046,2,75,144000
4,4,4700,10183,1175,0.46,1.0,0,2,3,2002,21,2002,No,122010,2,70,1240000
4,4,4270,12305,1067,0.35,2.0,0,2,3,1994,29,1994,No,122027,2,76,1160000
4,3,2790,10289,697,0.27,2.0,0,0,3,1987,36,1987,No,122027,3,52,982000
4,4,3720,7150,930,0.52,2.0,0,2,3,2007,16,2007,No,122012,3,59,980000
3,1,1220,8119,406,0.15,1.0,0,0,4,1955,68,1955,No,122071,2,74,875000
4,3,3720,14125,930,0.26,1.0,0,0,4,1960,63,1960,No,122049,3,64,875000
4,4,3460,7702,865,0.45,2.0,0,0,3,2010,13,2010,No,122020,3,80,855000
4,4,3020,13457,755,0.22,1.0,0,0,5,1956,67,1956,No,122038,3,53,808100
3,3,2900,11769,966,0.25,2.0,0,0,3,1997,26,1997,No,122005,3,58,799950
4,3,3270,9578,817,0.34,2.0,0,0,3,1993,30,1993,No,122012,3,53,785000
4,3,2570,7980,642,0.32,2.0,0,0,3,1998,25,1998,No,122019,3,53,715000
4,4,1550,6596,387,0.23,1.5,0,0,5,1907,116,1907,No,122026,3,61,707500
4,3,2820,2850,705,0.99,1.5,0,0,5,1928,95,1928,No,122007,3,62,697000
4,3,2290,9120,572,0.25,2.0,0,0,4,1977,46,1977,No,122027,2,56,660000
3,1,1270,3600,423,0.35,1.5,0,0,3,1906,117,1906,No,122003,3,64,655000
4,3,2110,6820,527,0.31,1.0,0,0,5,1942,81,1942,No,122006,1,56,650000
4,3,3440,6915,860,0.5,2.0,0,0,3,2006,17,2006,No,122024,1,78,616000
4,3,2880,9996,720,0.29,1.0,0,0,4,1981,42,1981,No,122021,2,51,614000
4,2,2720,7810,680,0.35,1.0,0,0,3,1952,71,1952,No,122006,3,67,599950
4,3,2380,4950,595,0.48,2.0,0,0,3,2004,19,2004,No,122016,3,54,590000
3,2,2060,7000,686,0.29,1.0,0,0,4,1988,35,1988,No,122011,2,62,574000
3,2,1810,2738,603,0.66,2.0,0,0,4,1979,44,1979,No,122029,1,72,515000
3,3,2560,16420,853,0.16,2.0,0,0,4,1989,34,1989,No,122041,1,79,470950
4,3,2590,16437,647,0.16,2.0,0,0,3,1986,37,1986,No,122024,1,52,465000
3,3,1990,3478,663,0.57,2.0,0,0,3,1990,33,1990,No,122032,3,72,450000
3,2,1270,6600,423,0.19,1.5,0,0,5,1903,120,1903,No,122054,1,71,449000
4,4,3450,5000,862,0.69,2.0,0,0,3,2008,15,2008,No,122063,1,60,445000
2,2,1080,6760,540,0.16,1.0,0,2,3,1923,100,1923,No,122007,2,59,440000
4,3,2320,4524,580,0.51,2.0,0,0,3,2004,19,2004,No,122015,1,56,429950
3,2,1420,12655,473,0.11,1.0,0,0,5,1968,55,1968,No,122053,2,62,421000
4,2,2700,3200,675,0.84,1.5,0,0,5,1940,83,1940,No,122068,1,62,415000
3,3,1470,1779,490,0.83,2.0,0,0,3,2005,18,2005,No,122011,3,73,379770
3,3,1980,6922,660,0.29,2.0,0,0,5,1991,32,1991,No,122067,1,77,370000
3,3,2210,6280,736,0.35,2.0,0,0,3,2003,20,2003,No,122024,3,56,359950
3,1,1760,3000,586,0.59,1.5,0,0,1,1900,123,1900,No,122028,2,80,352950
4,3,2670,9040,667,0.3,1.0,0,0,3,1955,68,1955,No,122060,2,64,339950
4,2,2500,9448,625,0.26,1.0,0,0,4,1966,57,1966,No,122034,3,68,330000
3,3,2000,9669,666,0.21,2.0,0,0,4,1992,31,1992,No,122068,1,67,324360
4,3,2190,7125,547,0.31,2.0,0,0,5,1978,45,1978,No,122066,3,70,320000
3,1,1520,8870,506,0.17,1.5,0,0,4,1951,72,1951,No,122014,2,78,320000
3,2,720,7450,240,0.1,1.0,0,1,1,1924,99,1924,No,122064,3,68,295000
3,2,1390,13200,463,0.11,2.0,0,0,3,1979,44,1979,No,122025,3,57,290000
3,3,1600,6315,533,0.25,2.0,0,0,3,2013,10,2013,No,122023,2,75,287000
3,1,1400,10800,466,0.13,1.0,0,0,3,1962,61,1962,No,122033,3,76,279900
4,3,1940,6887,485,0.28,2.0,0,0,3,1990,33,1990,No,122018,2,55,278000
4,2,1610,6923,402,0.23,1.0,0,0,3,1969,54,1969,No,122043,1,69,275000
3,2,1390,6005,463,0.23,2.0,0,0,3,2005,18,2005,No,122068,2,76,267000
2,2,1140,8400,570,0.14,1.0,0,0,2,1954,69,1954,No,122060,2,64,255000
3,2,1330,9831,443,0.14,1.0,0,0,3,1987,36,1987,No,122039,1,64,248000
3,1,1010,9678,336,0.1,1.0,0,0,5,1955,68,1955,No,122070,1,77,245000
2,1,670,2356,335,0.28,1.0,0,0,5,1960,63,1960,No,122054,1,73,245000
3,2,1770,8571,590,0.21,1.0,0,0,3,1978,45,1978,No,122018,3,55,240000
3,1,1360,9310,453,0.15,1.0,0,0,4,1980,43,1980,No,122053,3,68,230000
3,1,1280,7198,426,0.18,1.0,0,0,5,1916,107,1983,Yes,122068,3,57,227000
3,2,1300,7735,433,0.17,1.0,0,0,4,1980,43,1980,No,122068,2,72,224500
2,1,720,4760,360,0.15,1.0,0,0,5,1942,81,1942,No,122053,1,79,217000
3,2,1510,8400,503,0.18,1.0,0,0,2,1979,44,1979,No,122025,1,80,195000
2,1,1280,7861,640,0.16,1.0,0,0,4,1913,110,1913,No,122072,1,74,195000
3,2,1010,5000,336,0.2,1.0,0,0,3,1953,70,1953,No,122060,2,54,185000
3,1,960,10125,320,0.09,1.0,0,0,4,1952,71,1952,No,122040,1,54,179950
2,1,760,5240,380,0.15,1.0,0,0,3,1949,74,1949,No,122066,3,56,129000
5,4,3530,13260,706,0.27,2.0,0,0,3,2013,10,2013,No,122057,3,74,1610000
3,2,1160,6120,386,0.19,1.0,0,0,3,1941,82,1941,No,122006,3,61,450000
3,2,1310,2998,436,0.44,2.0,0,0,3,1998,25,1998,No,122054,3,73,325000
4,3,1870,4198,467,0.45,2.0,0,0,3,2008,15,2008,No,122024,1,69,313999
3,3,2242,5744,747,0.39,2.0,0,0,3,2012,11,2012,No,122023,2,66,310000
3,3,2470,9226,823,0.27,2.0,0,0,3,1991,32,1991,No,122021,1,62,607000
3,3,2990,6771,996,0.44,1.0,0,0,3,2003,20,2003,No,122034,2,72,373000
3,2,1590,9636,530,0.17,1.5,0,0,4,1953,70,1953,No,122014,3,68,346000
5,4,3290,6480,658,0.51,2.0,0,0,5,1938,85,1938,No,122032,3,78,1390000
3,3,3230,8625,1076,0.37,2.0,0,3,3,1998,25,1998,No,122009,1,66,1260000
3,3,3670,18505,1223,0.2,1.0,0,4,3,1983,40,1983,No,122050,3,52,1250000
4,3,3940,4407,985,0.89,2.0,0,0,4,1921,102,1921,No,122047,3,59,1200000
4,4,3180,9889,795,0.32,2.0,0,0,3,2012,11,2012,No,122010,1,69,1150000
4,3,2580,8100,645,0.32,2.0,0,1,4,1964,59,1964,No,122057,1,75,1080000
3,3,3545,9816,1181,0.36,1.0,0,0,3,2005,18,2005,No,122012,1,62,1030000
4,1,1820,5400,455,0.34,1.5,0,0,3,1923,100,2014,Yes,122013,2,71,1010000
2,2,1490,9874,745,0.15,1.0,0,0,4,1963,60,1963,No,122048,1,77,898000
4,3,2180,11056,545,0.2,1.0,0,0,3,1963,60,1963,No,122048,2,79,830000
2,1,1210,8400,605,0.14,1.0,0,0,3,2000,23,2000,No,122032,2,64,824000
3,2,1720,4200,573,0.41,2.0,0,0,3,1908,115,1992,Yes,122047,3,53,713500
3,2,2100,5000,700,0.42,1.5,0,0,3,1916,107,1916,No,122007,1,58,700000
3,2,1940,4500,646,0.43,1.0,0,3,3,1926,97,1926,No,122026,3,64,700000
3,1,1210,3720,403,0.33,2.0,0,0,4,1930,93,1930,No,122047,2,72,640000
2,1,1110,3500,555,0.32,1.5,0,0,3,1912,111,1912,No,122013,1,65,600000
5,3,2640,4400,528,0.6,1.5,0,0,5,1925,98,1925,No,122044,1,58,593000
3,3,2320,3980,773,0.58,2.0,0,0,3,2003,20,2003,No,122012,2,59,580500
4,3,2040,5508,510,0.37,2.0,0,0,4,1996,27,1996,No,122011,3,63,575000
4,2,1370,3708,342,0.37,1.5,0,0,3,1926,97,1926,No,122007,1,53,545000
3,1,1090,3000,363,0.36,1.5,0,0,4,1929,94,1929,No,122007,1,50,535000
3,1,1440,8681,480,0.17,1.5,0,0,3,1937,86,1937,No,122006,1,53,523000
3,2,1730,18250,576,0.09,1.0,0,0,3,1988,35,1988,No,122017,1,54,521000
5,2,1550,9750,310,0.16,1.0,0,0,4,1966,57,1966,No,122010,1,59,510000
4,2,1360,2746,340,0.5,1.5,0,0,3,1945,78,2011,Yes,122026,3,62,507000
4,3,1950,3000,487,0.65,2.0,0,0,3,1998,25,1998,No,122051,3,73,497950
5,2,1420,9900,284,0.14,1.0,0,0,3,1964,59,1964,No,122029,1,57,485000
4,2,2410,4680,602,0.51,2.0,0,0,3,1974,49,1974,No,122029,2,71,470000
2,2,1250,7029,625,0.18,1.0,0,0,4,1986,37,1986,No,122010,2,80,468000
3,3,1690,6642,563,0.25,2.0,0,0,3,2004,19,2004,No,122045,3,68,467000
3,3,1520,14080,506,0.11,2.0,0,0,3,1984,39,1984,No,122019,1,79,447000
3,3,1650,4929,550,0.33,2.0,0,0,3,2007,16,2007,No,122059,3,80,440000
2,2,1600,5643,800,0.28,1.0,0,0,3,1954,69,1954,No,122006,3,55,438200
4,3,2640,3899,660,0.68,2.0,0,0,3,2000,23,2000,No,122017,2,70,436000
5,3,2180,7875,436,0.28,1.0,0,0,4,1955,68,1955,No,122038,3,67,425000
2,1,980,4108,490,0.24,1.0,0,0,3,1947,76,1947,No,122007,2,77,415000
3,1,1130,4100,376,0.28,1.0,0,0,3,1941,82,1941,No,122007,1,67,400000
3,3,2770,8820,923,0.31,1.0,0,0,3,1980,43,2004,Yes,122024,3,58,390000
3,4,1370,1540,456,0.89,2.0,0,0,3,2006,17,2006,No,122009,1,79,385000
4,2,2120,7680,530,0.28,1.0,0,0,4,1950,73,1950,No,122050,2,56,379400
3,1,1290,8974,430,0.14,1.0,0,0,5,1976,47,1976,No,122021,1,62,373000
2,1,780,1133,390,0.69,2.0,0,0,3,2009,14,2009,No,122054,1,78,370000
4,3,2760,4050,690,0.68,1.0,0,0,3,1997,26,1997,No,122035,3,78,369950
